Gameid,Player,Team,Game number,Game Version,TeamId,Lane,Poste,Champion,Kills,Deaths,Assists,KDA,ChampLevel,Win,item0,item1,item2,item3,item4,item5,item6,Gold Earn,TotalDmgDealtoChamp,TotalDmgTaken,TotalHeal,LongestTimeAlive,Ennemy_CC,CS Kill,Jungle Minions Kills,Minions Kill,visionScore,visionWardsBoughtInGame,wardsplaced,wardskilled,detectorWardsPlaced,timePlayed,Branch1,Branch2,perk0,perk1,perk2,perk3,perk4,perk5,defense,flex,offense,summoner1Id,summoner2Id,Ban 1 ally,Ban 2 ally,Ban 3 ally,Ban 4 ally,Ban 5 ally,Ban 1 ennemy,Ban 2 ennemy,Ban 3 ennemy,Ban 4 ennemy,Ban 5 ennemy,Nb Kill Team,First blood,Nb Drake Team,First Drake,Nb Herald Team,First Herald,Nb Baron Team,First Baron,Nb Inib Team,First Inib,Nb Tower Team,First Tower,Nb Kill oposing Team,Nb drake Oposing Team,Nb Herald Oposing team,Nb Baron oposing team,Nb Inib Oposing team,Nb Tower Oposing Team,skillshotsDodged,quickCleanse,soloKills,laneMinionsFirst10Minutes,goldPerMinute,gameLength
EUW1_7295352787,Lyncas,Team Vitality,15.3.654.407,CLASSIC,200,JUNGLE,JUNGLE,Zyra,3,1,13,16.0,14,True,3116,1058,3020,6653,1058,0,3364,10162,14171,16093,8226,1378,21,15,156,171,30,4,7,2,4,23.466666666666665,8200,8000,8229,8275,8210,8232,9105,8017,5001,5010,5008,11,4,42,157,20,35,234,72,234,800,62,799,26,True,3,True,1,1,0,False,2,True,10,True,7,0,0,0,0,2,46,0,0,6,432.8398291383659,1408.689119544
EUW1_7295327627,Lyncas,Team Vitality,15.3.654.407,CLASSIC,200,JUNGLE,JUNGLE,Vi,2,4,12,3.5,17,True,3078,0,3111,8020,3067,0,3364,11533,15493,31383,12659,702,32,19,164,183,26,8,11,0,8,32.21666666666667,8000,8300,8010,9111,9104,8017,8304,8347,5001,5008,5005,11,4,110,55,53,234,126,120,112,107,72,555,36,True,2,False,0,0,1,True,2,True,11,False,20,3,1,0,0,6,9,0,0,0,357.9037730690576,1933.5334196560002
EUW1_7295300867,Lyncas,Team Vitality,15.3.654.407,CLASSIC,100,JUNGLE,JUNGLE,Viego,10,3,11,7.0,15,True,3748,0,3174,6672,1037,3133,3364,12656,22848,29679,18276,499,21,26,160,186,21,10,6,2,3,24.65,8000,8300,8010,9111,9104,8017,8304,8347,5001,5008,5005,11,4,72,360,40,166,887,526,72,107,800,86,31,False,2,True,1,1,0,False,1,True,8,True,19,1,0,0,0,4,4,0,0,2,513.0999410923138,1480.048832462
EUW1_7295287515,Lyncas,Team Vitality,15.3.654.407,CLASSIC,200,JUNGLE,JUNGLE,MonkeyKing,3,7,5,1.14,13,False,3111,0,3078,3071,1033,0,3364,8946,11322,34173,11723,688,21,6,146,152,35,4,7,5,4,28.366666666666667,8000,8300,8010,9111,9104,8017,8304,8347,5001,5008,5005,11,4,84,234,72,117,122,-1,555,157,107,799,13,False,1,False,0,0,0,False,0,False,1,True,32,3,1,1,1,9,13,0,0,2,315.3366852691445,1702.346568908
EUW1_7294868970,Lyncas,Team Vitality,15.2.652.1536,CLASSIC,100,JUNGLE,JUNGLE,Vi,14,8,11,3.12,17,False,3078,3156,0,6333,3071,3111,3364,15860,33437,42863,14887,481,57,23,160,183,50,11,13,10,11,37.1,8000,8300,8010,9111,9104,8017,8304,8347,5013,5008,5005,11,4,30,234,42,800,68,429,-1,203,245,126,36,False,2,False,1,1,1,True,0,False,5,False,38,4,0,0,1,9,66,0,1,5,427.3046766204218,2227.1133668790003
EUW1_7294779728,Lyncas,Team Vitality,15.2.652.1536,CLASSIC,200,TOP,MIDDLE,Taliyah,3,2,7,5.0,18,True,3040,3089,0,4645,3175,0,3363,14210,21686,17149,3457,911,26,288,12,300,34,9,21,0,9,32.96666666666667,8200,8000,8230,8226,8210,8237,9105,8017,5001,5008,5005,4,12,42,51,517,234,92,30,112,555,72,7,29,True,3,True,0,0,1,True,1,True,10,True,19,1,1,0,0,5,18,0,1,93,430.8349574345547,1978.985316708
EUW1_7294228012,Lyncas,Team Vitality,15.2.652.1536,CLASSIC,200,JUNGLE,JUNGLE,Zyra,6,4,6,3.0,13,False,3116,1052,6653,3108,3020,0,3364,9883,19396,18138,6057,654,38,29,130,159,35,5,8,6,5,24.183333333333334,8200,8000,8229,8275,8210,8232,9105,8017,5001,5010,5008,11,4,800,887,72,-1,234,126,3,555,119,42,14,True,0,False,0,0,0,False,0,False,1,True,31,3,1,0,0,6,4,0,0,1,408.46416517757143,1451.833343259
EUW1_7294205899,Lyncas,Team Vitality,15.2.652.1536,CLASSIC,100,MIDDLE,MIDDLE,Viktor,4,2,9,6.5,14,True,3175,0,3157,1056,1052,2503,3363,9939,22520,10107,823,610,19,151,4,155,25,4,13,1,4,24.216666666666665,8200,8300,8214,8226,8210,8237,8345,8347,5001,5008,5005,4,12,800,62,234,26,429,40,166,246,800,72,29,True,1,False,1,1,0,False,1,True,6,True,15,2,0,0,0,1,3,0,1,68,410.26005278568886,1453.6622484490001
EUW1_7294171435,Lyncas,Team Vitality,15.2.652.1536,CLASSIC,100,JUNGLE,JUNGLE,Viego,9,8,3,1.5,17,False,3748,1036,6672,3174,1018,6333,3364,13815,15846,50458,20723,767,18,44,188,232,53,12,12,15,9,35.916666666666664,8000,8300,8010,9111,9104,8017,8304,8347,5001,5008,5005,11,4,117,3,72,78,122,51,910,555,92,78,34,False,0,False,1,1,0,False,0,False,5,True,45,5,0,2,2,10,17,0,0,1,384.210534229927,2157.5483208190003
EUW1_7293638196,Lyncas,Team Vitality,15.2.652.1536,CLASSIC,100,JUNGLE,JUNGLE,JarvanIV,2,6,11,2.17,14,False,3161,2055,2422,6610,3110,0,3364,10218,14859,43297,19054,598,31,5,155,160,29,11,11,3,9,30.183333333333334,8000,8300,8010,9111,9104,8017,8304,8347,5001,5008,5005,11,4,555,234,72,68,119,72,35,107,234,800,20,False,1,True,1,1,0,False,0,False,5,False,40,4,0,1,1,9,40,0,0,0,338.38746395716436,1811.892531656
